X,Y,por_kmap,por_vmap
270.0,219.0,"[0.10745751 0.10963875 0.11141759 0.1141142  0.11690365 0.11984264
 0.12324162 0.12594411 0.12874243 0.13147865 0.13486245 0.13779656
 0.14070263 0.14357511 0.14670914 0.14953763 0.15257008 0.15615706
 0.1597516  0.16367006 0.16729955 0.17061764 0.17321609 0.17493822
 0.17584823 0.17582062 0.17499549 0.17350629 0.17153053 0.16906251
 0.16589221 0.16206804 0.15790793 0.15353861 0.14941012 0.1453559
 0.14125307 0.13685332 0.13204491 0.12787074 0.12438977 0.12099427
 0.11839284 0.11585096 0.11356654 0.11155556 0.10985923 0.10847056
 0.1079053  0.107886   0.10741989 0.107107   0.10497512 0.1039606
 0.10326928 0.10298421 0.10367746 0.10400258 0.10394175 0.10409088
 0.10390356 0.1036427  0.10342241 0.10325469 0.1031593  0.1039961
 0.10385489 0.10304673 0.10296804 0.10362354 0.10318776 0.10298439
 0.10277515 0.10241173 0.10224467 0.10228734 0.10253824 0.10306703
 0.10383814 0.10468703 0.10531123 0.10546393 0.10507882 0.104404
 0.10359892 0.10262806 0.10184142 0.1008769  0.10010338 0.09952831
 0.09925483 0.09929181 0.0990362  0.09928119 0.0996039  0.09998268
 0.10040769 0.10054953 0.10082114 0.10108948]","[0.53381434 0.49406884 0.45775973 0.42824843 0.40636109 0.39284944
 0.38630497 0.38452284 0.38377644 0.38081813 0.37360179 0.36054312
 0.34059864 0.31378273 0.28093005 0.24528835 0.21131608 0.18604193
 0.17614089 0.18331734 0.20262681 0.22622082 0.24701758 0.26031573
 0.26303291 0.25304774 0.2285495  0.18797278 0.13040753 0.05989413
 0.0588237  0.12216772 0.16462177 0.18151768 0.17375393 0.14531062
 0.10822749 0.08202281 0.05667261 0.0695385  0.13757677 0.20128042
 0.25188474 0.28848971 0.31165534 0.32338734 0.32508694 0.32041631
 0.31382617 0.31021813 0.31265657 0.32234087 0.33905653 0.35490861
 0.37300601 0.38985119 0.40494327 0.41719118 0.42747217 0.43522103
 0.44023811 0.44214718 0.44111149 0.43736794 0.43141119 0.42450063
 0.41612807 0.40796911 0.40250721 0.39307921 0.37909266 0.36101055
 0.33539217 0.30194551 0.26184718 0.21964373 0.18367126 0.16142938
 0.14818144 0.13286724 0.11782231 0.12365553 0.15399746 0.18946862
 0.21816282 0.23543793 0.23919945 0.23039626 0.214154   0.2023759
 0.21052205 0.24348614 0.2934532  0.34978905 0.4073036  0.46326681
 0.51641559 0.56635422 0.61291743 0.65621457]"
790.0,19.0,"[0.10859663 0.1102333  0.11261047 0.11455086 0.11731471 0.12005098
 0.12297903 0.12645936 0.12929834 0.13246242 0.13544486 0.13846046
 0.14188358 0.14485095 0.14787643 0.15100896 0.15444874 0.15789398
 0.1615427  0.16501355 0.16801819 0.17067329 0.17272799 0.17419573
 0.17480102 0.17462951 0.17374758 0.17224372 0.17002152 0.16732491
 0.16415221 0.1604188  0.15643477 0.15217767 0.14786587 0.14357756
 0.13939346 0.13483108 0.13016136 0.12615706 0.12232313 0.1190915
 0.1162677  0.11361034 0.11130323 0.10932094 0.1081153  0.1065614
 0.10558896 0.10555047 0.10467588 0.104259   0.10250339 0.10259639
 0.10195705 0.10223647 0.10186594 0.10176658 0.10164249 0.1017367
 0.1013669  0.1012937  0.10114877 0.10216319 0.10194822 0.101824
 0.10181806 0.10143148 0.10134491 0.10239424 0.10220192 0.1017447
 0.10167198 0.10136651 0.10151394 0.1017496  0.10215029 0.10283621
 0.10373573 0.10477957 0.10577661 0.10599829 0.10539822 0.10467946
 0.10395868 0.10326389 0.10255382 0.10157632 0.10100891 0.10062062
 0.10046124 0.10003964 0.10016385 0.10041662 0.10076007 0.10116991
 0.10140085 0.10172023 0.10201111 0.10229442]","[0.56921159 0.53329753 0.50129354 0.47353016 0.4516909  0.43568681
 0.42458759 0.41653319 0.409485   0.40054692 0.38878008 0.37215782
 0.34940254 0.32146638 0.28822539 0.25144554 0.21442767 0.18315292
 0.16553448 0.16859366 0.18966811 0.2179116  0.24351231 0.26084852
 0.26694445 0.26026053 0.2400564  0.20683065 0.16443535 0.12733959
 0.12540842 0.1558743  0.18588869 0.20065556 0.19736319 0.17841686
 0.14914392 0.11160154 0.05794517 0.06098968 0.1369118  0.20421541
 0.25800663 0.29826007 0.32586236 0.34271189 0.35057143 0.35190992
 0.35128448 0.35058658 0.34948213 0.35438036 0.36293536 0.37331869
 0.38452532 0.39619539 0.40691912 0.41720352 0.42724881 0.43598607
 0.44333872 0.44869453 0.45229972 0.45459101 0.45358939 0.45084522
 0.44666504 0.44134436 0.43452046 0.42922675 0.41487473 0.3952338
 0.37035445 0.33933041 0.30402742 0.26667894 0.23115557 0.19861029
 0.16422521 0.12012305 0.06695817 0.06928645 0.13092644 0.18622259
 0.22733531 0.25389137 0.26697221 0.26921456 0.26596097 0.26537095
 0.2757062  0.30120321 0.3384205  0.38287447 0.43039746 0.47827631
 0.52504614 0.56977113 0.61224445 0.65235109]"
720.0,99.0,"[0.1094619  0.11095053 0.11329069 0.1158512  0.11831739 0.12049023
 0.12344781 0.12768083 0.13044195 0.13317699 0.13620807 0.13970542
 0.14277856 0.14593192 0.14918272 0.15275862 0.1561858  0.15974694
 0.16332001 0.16666193 0.1692842  0.17116229 0.17282935 0.17380139
 0.17408325 0.17374507 0.17254132 0.17076115 0.16845996 0.16571218
 0.16250932 0.15892112 0.15505623 0.150933   0.14650791 0.14208061
 0.13762449 0.13297513 0.12860074 0.12497649 0.12094845 0.11753907
 0.11429196 0.11130885 0.10903004 0.10705554 0.10510071 0.10346536
 0.10282219 0.10349213 0.10340013 0.10191982 0.10098186 0.10035354
 0.09997608 0.1003886  0.09982003 0.09961889 0.09969727 0.09954851
 0.0992088  0.10027571 0.10004725 0.09997347 0.09986304 0.09985567
 0.09997261 0.09958768 0.09961594 0.1004181  0.10071045 0.10070814
 0.10050836 0.10056779 0.10070738 0.10111073 0.10175071 0.102483
 0.10345636 0.10458031 0.10573304 0.10603984 0.10547739 0.10489279
 0.10434605 0.10386083 0.10286238 0.10234672 0.10196577 0.10174243
 0.10121607 0.10122677 0.10138766 0.10166942 0.10204367 0.10225242
 0.10266602 0.10311567 0.1033035  0.10345667]","[0.60053402 0.56762285 0.53811613 0.51185475 0.48905921 0.47009626
 0.45496028 0.44149283 0.42932576 0.41576068 0.39991194 0.37969216
 0.35541537 0.32575314 0.29054166 0.24988572 0.20563733 0.16110698
 0.1283037  0.12929379 0.16230838 0.20218959 0.2360041  0.25929238
 0.27061939 0.26963527 0.25684881 0.23456859 0.20833582 0.1885626
 0.1862343  0.19997176 0.21701555 0.22684382 0.22508397 0.211652
 0.18847317 0.15788871 0.12911798 0.13297726 0.17623407 0.22948167
 0.27767392 0.31640706 0.34501547 0.36425057 0.37522948 0.38008462
 0.378563   0.37847072 0.37737569 0.37797334 0.38021523 0.38397494
 0.3887975  0.39471693 0.40194051 0.41001993 0.41943264 0.42986101
 0.44031187 0.45113293 0.45925557 0.46544731 0.46984279 0.47207619
 0.47210402 0.47008227 0.46546042 0.45816434 0.44921365 0.43092113
 0.4072778  0.37836328 0.3459106  0.31081051 0.27425182 0.23486321
 0.18912398 0.13147292 0.06113476 0.06144312 0.1352523  0.19792503
 0.24524034 0.27802863 0.29832362 0.30887863 0.31433835 0.32030195
 0.33260669 0.35304918 0.38172345 0.41644005 0.4546583  0.49442605
 0.5341742  0.5731254  0.61088511 0.64731386]"
200.0,589.0,"[0.11047412 0.11236965 0.11412604 0.11656913 0.11899293 0.12173343
 0.1245814  0.12768159 0.1312682  0.13452674 0.13749941 0.14058201
 0.14377307 0.14707848 0.15077216 0.15424509 0.15785387 0.16154569
 0.16518177 0.16829028 0.17071413 0.17193473 0.17320191 0.1737114
 0.17349921 0.1726866  0.17137116 0.16945723 0.16707463 0.164267
 0.1610532  0.15749341 0.15366021 0.14962265 0.14533879 0.1408425
 0.13608829 0.13164279 0.12780979 0.12350665 0.11971394 0.11619038
 0.11292442 0.10991948 0.10719017 0.10505691 0.10305221 0.10196508
 0.10139725 0.10158726 0.10102089 0.10005015 0.09907469 0.09841749
 0.09916366 0.09875906 0.09788021 0.09892957 0.09889263 0.09912403
 0.09868276 0.09809822 0.09793932 0.09786476 0.09799699 0.09809674
 0.09829006 0.09788385 0.09801825 0.09895525 0.0993871  0.09947509
 0.09932312 0.0995819  0.10000135 0.10051073 0.10117781 0.10200949
 0.10301054 0.10402959 0.10491409 0.1053214  0.10523533 0.10497089
 0.10469143 0.1044631  0.1034811  0.10317405 0.10297769 0.10243171
 0.1023622  0.10245777 0.102681   0.10301289 0.10319325 0.10359587
 0.10416792 0.10437999 0.10456131 0.10480702]","[0.62743177 0.59700535 0.56807433 0.54181292 0.51795263 0.49676086
 0.47716498 0.4598391  0.4429354  0.42445527 0.405512   0.38349248
 0.35746625 0.32652473 0.28935882 0.24596954 0.19445362 0.13391456
 0.07022636 0.07025977 0.13188577 0.1865726  0.22823043 0.25720502
 0.27395222 0.2790932  0.27411652 0.26165035 0.24662568 0.23540301
 0.23297854 0.23891597 0.24775903 0.25350596 0.2524913  0.24371051
 0.22838413 0.20992739 0.19730923 0.20299001 0.22991395 0.26801833
 0.30680807 0.34057174 0.36699738 0.38575879 0.39484367 0.40039778
 0.40133853 0.40037583 0.39688473 0.39301688 0.38908005 0.38595083
 0.38504712 0.38475249 0.38739953 0.39498781 0.40470443 0.41723255
 0.43143329 0.44602026 0.45974936 0.47183556 0.48143992 0.48878838
 0.49318689 0.4948834  0.49310689 0.48805994 0.48219974 0.46578062
 0.44425203 0.41822433 0.3881389  0.35433266 0.31774103 0.27717331
 0.23143724 0.18145988 0.14001865 0.13967119 0.18124545 0.23182213
 0.27584974 0.30948079 0.33316532 0.34847351 0.35887245 0.36888619
 0.38109129 0.39803114 0.42025196 0.44698651 0.47703065 0.50892696
 0.54170268 0.57459607 0.60742074 0.64000545]"
790.0,329.0,"[0.11162866 0.11347197 0.11507571 0.11727043 0.11982131 0.12305755
 0.12590176 0.12893475 0.13199544 0.13536088 0.13836966 0.14151078
 0.1447852  0.14851766 0.15198525 0.15561077 0.15935946 0.16314795
 0.16681446 0.16978828 0.17189866 0.17317187 0.17358403 0.17359918
 0.17303711 0.17193837 0.17034153 0.16828505 0.16587411 0.16299481
 0.15975224 0.15619865 0.15239285 0.14838378 0.14396956 0.13939338
 0.13534472 0.13106045 0.12697301 0.12252341 0.11885144 0.11506411
 0.11171194 0.10862226 0.10580916 0.10305117 0.10320316 0.102098
 0.10067022 0.09981983 0.1007439  0.09908821 0.09827395 0.0983802
 0.09837418 0.09763259 0.09767012 0.0971318  0.09681102 0.09701891
 0.0967899  0.09614197 0.09605472 0.09606589 0.09614955 0.09638453
 0.09685594 0.09639435 0.0966194  0.09762423 0.0977593  0.09804106
 0.09824587 0.09859558 0.09909616 0.0997513  0.10055832 0.10142518
 0.10238187 0.10342259 0.10419413 0.10470033 0.10493472 0.10500349
 0.10502581 0.10439972 0.10411279 0.1039991  0.10349759 0.1034735
 0.10356155 0.10376302 0.10386537 0.10418945 0.1046882  0.10506501
 0.10550611 0.10576737 0.10591216 0.10600287]","[0.64940567 0.62010426 0.59132257 0.56437212 0.5390068  0.51489495
 0.49238162 0.4708557  0.44891117 0.42777332 0.40598095 0.38208374
 0.35515794 0.32351931 0.28730585 0.24403777 0.19200716 0.12942375
 0.05830599 0.05712252 0.12373397 0.1794948  0.22313552 0.2552809
 0.27635195 0.28683475 0.2881497  0.2828788  0.27477307 0.26784179
 0.26523758 0.26729742 0.27177143 0.27549224 0.27603653 0.27220258
 0.26502642 0.2571173  0.25398419 0.26181173 0.28149667 0.30957047
 0.33971849 0.36748816 0.39025104 0.40359233 0.41351178 0.4186099
 0.41873981 0.41507762 0.40943487 0.40054331 0.39041011 0.38037709
 0.37167651 0.36502932 0.36333847 0.36818745 0.3790772  0.39529353
 0.41491921 0.43548213 0.45561039 0.47394437 0.48960559 0.50209032
 0.51075155 0.516528   0.51807063 0.51581848 0.5079915  0.49958222
 0.48080145 0.45752274 0.4301539  0.39911218 0.36466683 0.32677084
 0.28711112 0.24963658 0.22390257 0.22285443 0.2465469  0.28200248
 0.31761643 0.34790827 0.37111753 0.38778792 0.40064334 0.41123708
 0.4224207  0.43595215 0.45276174 0.47265483 0.49522529 0.5197602
 0.54570335 0.57264487 0.60046839 0.62902657]"
200.0,999.0,"[0.11292052 0.1147034  0.11672317 0.11826124 0.12131774 0.12395044
 0.12673928 0.13019379 0.13322379 0.13608907 0.13926903 0.14243428
 0.14574816 0.14949116 0.15304716 0.15677735 0.16063344 0.16449084
 0.16809362 0.17104347 0.17303575 0.17424288 0.1743228  0.17370518
 0.17278487 0.17139047 0.16956274 0.16733387 0.16476553 0.16188493
 0.15860499 0.15504749 0.15095989 0.14693781 0.14319944 0.13915356
 0.13451028 0.13027374 0.12571872 0.12164341 0.11796478 0.11418997
 0.11295909 0.10894338 0.10606783 0.10413765 0.10193139 0.10128383
 0.09994083 0.09892209 0.09875402 0.09756622 0.09717473 0.09738085
 0.09674666 0.09595926 0.09549584 0.09490697 0.0948441  0.09474441
 0.09482388 0.09441323 0.09437036 0.09447227 0.09467961 0.09500211
 0.09472057 0.09494347 0.0953907  0.09643524 0.09663679 0.09659242
 0.09728247 0.09770621 0.09814373 0.09883672 0.09965976 0.10059104
 0.10170444 0.10270258 0.10347679 0.10409634 0.10455213 0.1049511
 0.10484348 0.10483274 0.10482937 0.10435005 0.10438985 0.10451739
 0.10474072 0.10489726 0.10536618 0.10572922 0.10604608 0.10643925
 0.10686315 0.10704916 0.10718229 0.10725289]","[0.66624864 0.63739906 0.60887484 0.57990332 0.55216589 0.52554948
 0.4996502  0.47353441 0.44884464 0.42433527 0.39974371 0.37462699
 0.34774423 0.31751876 0.28367428 0.24430348 0.19903028 0.15027006
 0.11010107 0.10570096 0.13741448 0.1796207  0.21946816 0.25281517
 0.27703293 0.29160741 0.29738216 0.29645647 0.29176347 0.28652855
 0.28318322 0.28297461 0.285558   0.2892054  0.2924792  0.29421022
 0.29448566 0.29505316 0.29909426 0.30913827 0.32592252 0.34795716
 0.36990179 0.39046797 0.40851248 0.4215272  0.42980491 0.43325193
 0.43128713 0.42478864 0.41455453 0.40003245 0.38313782 0.3654354
 0.34759267 0.33367658 0.32701675 0.33043235 0.34405255 0.36558924
 0.39242602 0.42041818 0.44782357 0.47292859 0.49470387 0.5125563
 0.52653049 0.53605431 0.54081387 0.54170044 0.53685725 0.52706242
 0.51661223 0.49641779 0.47099087 0.44317285 0.41250123 0.37996809
 0.34798889 0.31964322 0.3019277  0.30034616 0.31461965 0.33868035
 0.36616537 0.3907765  0.41097637 0.42707698 0.43891273 0.44848522
 0.45745211 0.46723866 0.47870656 0.49218081 0.50786344 0.52541766
 0.54476076 0.56584657 0.58880844 0.6135765 ]"
770.0,699.0,"[0.11431756 0.11605718 0.11762775 0.12038096 0.1223129  0.12491052
 0.12821208 0.13101599 0.13403504 0.13689343 0.14008708 0.14371403
 0.14692588 0.1503063  0.15388683 0.15767112 0.16162223 0.1656145
 0.16949936 0.17237426 0.17434435 0.17519617 0.17482846 0.17414453
 0.17263754 0.17095961 0.16891456 0.16653346 0.16384804 0.16060572
 0.1573049  0.15368471 0.15012591 0.14628336 0.14236232 0.13840632
 0.13390447 0.12928605 0.12499719 0.12278577 0.11918964 0.1157524
 0.11147427 0.1090174  0.10594415 0.10315475 0.10166698 0.09992193
 0.09884635 0.09793427 0.09754161 0.09669558 0.09664032 0.09564433
 0.09496952 0.09459965 0.09391019 0.09377405 0.09338811 0.09320504
 0.09324577 0.09321574 0.09271001 0.09314734 0.09343106 0.09383352
 0.0934614  0.0937606  0.09416681 0.09526029 0.09542712 0.09550518
 0.09628477 0.09675863 0.09736229 0.09809039 0.09893063 0.09986092
 0.10100406 0.10201388 0.102987   0.10379106 0.10447922 0.10504458
 0.10488628 0.10469242 0.10476635 0.10498904 0.10529896 0.10569871
 0.10592188 0.10621208 0.10656152 0.10695713 0.1073821  0.10793758
 0.10817793 0.10836885 0.10849569 0.10856848]","[0.67799705 0.64907743 0.61947764 0.58907872 0.55889902 0.52915684
 0.49857754 0.46955415 0.44097185 0.41314605 0.38652941 0.36020778
 0.3334787  0.30630195 0.27624127 0.24241975 0.20520086 0.16762551
 0.13766104 0.12707716 0.1414605  0.17430403 0.21290293 0.2482555
 0.27543593 0.29298349 0.3013058  0.30216015 0.29809402 0.29217053
 0.28709356 0.28495049 0.28678178 0.29201065 0.29927621 0.30718354
 0.31489885 0.32306301 0.33284728 0.34423677 0.35992323 0.37809267
 0.39559074 0.41251724 0.42685513 0.4370615  0.4430186  0.44365031
 0.43911594 0.42924216 0.41481    0.39459896 0.37099325 0.34323054
 0.31552431 0.29227896 0.27927462 0.28140578 0.29970872 0.32960618
 0.36572232 0.40237722 0.43799977 0.47021869 0.49814656 0.52131958
 0.54010535 0.55371868 0.56236623 0.56638586 0.56327249 0.55590788
 0.54933509 0.53224208 0.51142107 0.48751184 0.46138858 0.43438546
 0.40903099 0.38742976 0.37413267 0.3718159  0.38040565 0.39634067
 0.41569852 0.43505889 0.45167057 0.46419298 0.47409616 0.48115926
 0.48680763 0.49218884 0.49815745 0.5053288  0.51412522 0.52513817
 0.53786275 0.55323196 0.57147028 0.5937911 ]"
90.0,399.0,"[0.1158655  0.11756827 0.11969169 0.1216287  0.12337029 0.12647592
 0.1290892  0.13186759 0.13489184 0.13787613 0.14089602 0.1445337
 0.14789742 0.15113654 0.15461516 0.15842898 0.16222807 0.16669023
 0.17063336 0.17397795 0.17590857 0.17621586 0.17530644 0.17414668
 0.17247347 0.17040298 0.16813804 0.16558798 0.16280216 0.15975553
 0.15647321 0.15299935 0.14931628 0.14553734 0.14169228 0.13782328
 0.13397753 0.13042713 0.12648166 0.12266058 0.11899979 0.11449833
 0.11170721 0.10832339 0.10520192 0.10236357 0.10073453 0.09916929
 0.09775856 0.09638102 0.09693775 0.09546029 0.09520465 0.09410513
 0.09333211 0.09291183 0.09281183 0.09233113 0.09209583 0.09176554
 0.09192079 0.09228709 0.09301954 0.09222072 0.09250433 0.09289152
 0.09240791 0.09266839 0.09394427 0.094194   0.09417689 0.09451963
 0.09499431 0.09594894 0.09661084 0.09747023 0.09833068 0.09938949
 0.10047337 0.10151167 0.10254565 0.1035565  0.10450501 0.10480292
 0.1048332  0.10509519 0.10534515 0.10588576 0.1061357  0.10644311
 0.10681076 0.10727573 0.10771583 0.10819163 0.10868669 0.10933156
 0.10960433 0.10973656 0.10986206 0.10989812]","[0.68475217 0.65544038 0.62421744 0.59256682 0.55954038 0.52552644
 0.49218991 0.45861918 0.42542352 0.3938862  0.36444633 0.33697567
 0.3125214  0.28830226 0.26237422 0.23362772 0.20211169 0.1686165
 0.13571887 0.11234027 0.11866865 0.15598808 0.20147317 0.24178528
 0.27212895 0.29148845 0.30053056 0.30084272 0.29484304 0.28567697
 0.27696902 0.2722522  0.27395538 0.28215957 0.29514628 0.31035566
 0.32589232 0.34017153 0.35490255 0.37017726 0.38624034 0.40145228
 0.41675713 0.43070748 0.44184098 0.44917598 0.45234565 0.45080672
 0.44354619 0.43049534 0.41190236 0.38610427 0.35492334 0.31768674
 0.27827993 0.24241413 0.21985842 0.22124638 0.24763956 0.28954738
 0.33737025 0.38508475 0.42838176 0.467508   0.50128133 0.52942262
 0.55276821 0.56906352 0.58153061 0.58738578 0.58805959 0.58418826
 0.57601568 0.56791708 0.55075742 0.53071363 0.50918791 0.48735977
 0.46730657 0.45040913 0.4397568  0.43677396 0.44121801 0.45153684
 0.46479753 0.47830084 0.49022895 0.49965879 0.50601992 0.50981588
 0.51168625 0.51246642 0.51273416 0.51345753 0.51533674 0.51914112
 0.5252332  0.53495706 0.54843262 0.566146  ]"
180.0,709.0,"[0.11753537 0.11918667 0.12111042 0.12295908 0.12561388 0.12742515
 0.12998947 0.13272602 0.13561392 0.1386842  0.14166815 0.14517985
 0.14835053 0.15162237 0.15497862 0.15853019 0.16278655 0.16690528
 0.17134099 0.17563595 0.17754208 0.17684964 0.17566174 0.17383878
 0.17210919 0.17000542 0.16764225 0.16503618 0.16219132 0.15909413
 0.15578176 0.15230281 0.14867494 0.144959   0.14119534 0.13858794
 0.13478219 0.13119264 0.12652954 0.12266049 0.11799869 0.11493544
 0.11124112 0.10782069 0.10465976 0.10178217 0.10025614 0.09865934
 0.09774212 0.09595268 0.09593738 0.09546942 0.09387776 0.09279823
 0.09191745 0.0914046  0.09126273 0.09157677 0.09097316 0.09061937
 0.09085403 0.09129172 0.09209553 0.09204892 0.09252801 0.09162092
 0.09179725 0.09184814 0.09311099 0.0934023  0.09340653 0.09380381
 0.09432813 0.09535714 0.09606028 0.09686833 0.09777046 0.09899605
 0.10005212 0.10114811 0.1022661  0.10339581 0.10397745 0.10462529
 0.10512658 0.10581778 0.1061114  0.10636909 0.10674162 0.10716707
 0.10764667 0.10817711 0.10875022 0.10937103 0.11023985 0.1106233
 0.11094505 0.11118173 0.11123319 0.11125685]","[0.68679792 0.65690303 0.62459128 0.59107761 0.55478671 0.5179622
 0.48029135 0.44167579 0.40323473 0.36655038 0.33350329 0.30515854
 0.28233189 0.2617344  0.24012287 0.215509   0.18770921 0.15615322
 0.1161541  0.06616744 0.06876589 0.13221371 0.1909243  0.23641656
 0.26881788 0.28834709 0.29626342 0.29392372 0.28355885 0.26846994
 0.25339404 0.2442444  0.24591343 0.25906921 0.2801213  0.30374726
 0.32747287 0.34947736 0.36923389 0.38757667 0.40350873 0.4185852
 0.43239166 0.44390541 0.45248484 0.45739214 0.45845905 0.45477163
 0.44541836 0.42974188 0.40765787 0.37816022 0.33969672 0.29365443
 0.2416553  0.18871615 0.14960101 0.15024766 0.19257986 0.25167086
 0.31271263 0.37027735 0.42125507 0.46662791 0.50550129 0.53721637
 0.56340587 0.5837423  0.59907403 0.60782449 0.61136123 0.61048727
 0.6054876  0.60154558 0.58804355 0.57212257 0.55476429 0.53802869
 0.52135082 0.50775219 0.49871135 0.49502957 0.496658   0.50236673
 0.51066371 0.51900489 0.52605573 0.53092312 0.53307854 0.53255456
 0.52969626 0.5250673  0.5193696  0.51342244 0.50846806 0.50460149
 0.50388437 0.50749295 0.51664406 0.53134182]"
370.0,449.0,"[0.11937999 0.12106293 0.12262056 0.12436191 0.12682104 0.12891363
 0.13089144 0.13357528 0.1364104  0.13945466 0.1427124  0.14571418
 0.14874475 0.15180868 0.1549636  0.15863887 0.16212766 0.16619784
 0.17071953 0.17544026 0.17741876 0.17651902 0.17524592 0.1734025
 0.1715876  0.16959208 0.1672319  0.16459595 0.16171243 0.15858018
 0.1552365  0.15176181 0.14820919 0.14455546 0.14186086 0.13825563
 0.1347286  0.13116577 0.12760675 0.12194534 0.11859683 0.11471316
 0.11098111 0.10752935 0.10433589 0.10229234 0.10002498 0.09870298
 0.09656577 0.09493195 0.09615362 0.09439165 0.09265856 0.09151183
 0.09067897 0.09017252 0.08993896 0.09024148 0.09061465 0.08970858
 0.0900155  0.0905149  0.09137221 0.09215973 0.09211635 0.0915663
 0.09190069 0.09226564 0.0928571  0.09280459 0.09282932 0.09327195
 0.0938383  0.09452791 0.09567178 0.09651458 0.09763024 0.09876227
 0.09986398 0.10102004 0.10222553 0.10360475 0.10422729 0.10484959
 0.10550133 0.10601422 0.10642753 0.10681368 0.10730286 0.10784305
 0.10843443 0.10907312 0.10975066 0.11045373 0.11140605 0.11188943
 0.11227498 0.11255827 0.11271447 0.11263862]","[0.6843782  0.65347141 0.62073301 0.58557115 0.5471379  0.5071791
 0.46447398 0.42034699 0.37548902 0.3320925  0.29303079 0.2633642
 0.24266329 0.22696591 0.20975337 0.18737701 0.16220409 0.13690976
 0.10464342 0.05434331 0.05907466 0.13062167 0.19100191 0.23631278
 0.26751714 0.28520242 0.29013051 0.28355436 0.26691579 0.2431099
 0.2177164  0.20059157 0.20205441 0.22354834 0.25585102 0.29066033
 0.32324017 0.35203814 0.37695912 0.39690956 0.41447764 0.42954019
 0.44208242 0.45176981 0.45835167 0.46173033 0.46085991 0.45570767
 0.44488143 0.42762939 0.40480547 0.37142273 0.32944131 0.27756578
 0.21584066 0.14507924 0.07420683 0.07456683 0.14848123 0.22650799
 0.29837625 0.36307344 0.41945504 0.46776985 0.50968723 0.54561159
 0.5746779  0.59774927 0.61576396 0.62676714 0.6329076  0.63481083
 0.6327797  0.62730091 0.62260422 0.61028484 0.59678467 0.5835211
 0.57008052 0.55886475 0.55085369 0.54675805 0.54601815 0.54812362
 0.55178251 0.55597885 0.55846311 0.55882843 0.55645999 0.5511882
 0.54314688 0.53273221 0.52056736 0.50749871 0.49486462 0.48326333
 0.47519758 0.47246524 0.47661522 0.48889757]"
440.0,929.0,"[0.12191577 0.12278121 0.12421622 0.12633904 0.12807654 0.13004912
 0.13225129 0.13436387 0.13713466 0.14015251 0.14336514 0.1461979
 0.14905777 0.1518425  0.15494494 0.15770283 0.16082325 0.164543
 0.16883814 0.17270416 0.17479554 0.17498692 0.17419998 0.17290683
 0.17090837 0.16894522 0.16682162 0.16423236 0.16137216 0.15824823
 0.15489315 0.15138374 0.14800773 0.14500925 0.14165554 0.13826155
 0.13477453 0.13123098 0.12688209 0.1237532  0.11864554 0.11472666
 0.11069858 0.1074685  0.1042474  0.10259841 0.10021217 0.09800305
 0.09610213 0.09562808 0.09502542 0.09345755 0.09193229 0.09046241
 0.08960181 0.08907403 0.08894001 0.08941764 0.08957802 0.08992434
 0.08944093 0.08997965 0.09045202 0.09167733 0.09196874 0.09129553
 0.09171043 0.09301072 0.09321457 0.09339628 0.09269231 0.09319584
 0.09381223 0.09454177 0.09573156 0.09682091 0.09791505 0.09898709
 0.10026553 0.10141693 0.10256097 0.10323518 0.10391841 0.10461233
 0.10532102 0.10607906 0.10670956 0.10721535 0.10781467 0.10846525
 0.10916668 0.10991495 0.1107017  0.1118709  0.11250702 0.11309354
 0.11358408 0.11393015 0.11412153 0.11413606]","[0.67747723 0.64673437 0.61337407 0.57622756 0.53694649 0.49404263
 0.44744969 0.3972382  0.34508222 0.29277378 0.24522005 0.21063305
 0.19312568 0.18581727 0.17442164 0.1512286  0.12289204 0.10878772
 0.10591204 0.10096606 0.11550703 0.15780339 0.20426704 0.24260048
 0.26882773 0.282661   0.28372725 0.27217282 0.24869591 0.21454981
 0.17412849 0.1414256  0.14257043 0.17958255 0.22828515 0.27511851
 0.31609105 0.35063502 0.37848458 0.40148336 0.41972732 0.43446394
 0.446286   0.45412967 0.45911047 0.46123113 0.45927886 0.45336687
 0.44227557 0.42628123 0.40177356 0.36874387 0.32674166 0.27503231
 0.21256888 0.13969685 0.06133515 0.06215115 0.14484744 0.22579187
 0.30002074 0.36648169 0.4243119  0.47383702 0.51710698 0.55493767
 0.58571709 0.61157305 0.63032956 0.64390267 0.65256748 0.6569416
 0.65757651 0.65496493 0.65385599 0.64487973 0.63549442 0.62398553
 0.61312661 0.60357813 0.59615821 0.59126091 0.58879118 0.58811868
 0.58827867 0.58815512 0.58719565 0.58323681 0.57633887 0.56619342
 0.55276944 0.53631077 0.51734095 0.49724656 0.47573304 0.45571029
 0.43945284 0.42961778 0.4286517  0.43812522]"
